CREATEDAT;CREATEDBY;MODIFIEDAT;MODIFIEDBY;ID;CONTRACTID;CONTRACTTYPE;DEALERBPID;CUSTOMERBPID;STATUS_ID;STATUSDATE;REMARKS;PRIMARYCUSTOMERTITLE;PRIMARYCUSTOMERFIRSTNAME;PRIMARYCUSTOMERLASTNAME;PRIMARYCUSTOMEREMAIL;SECONDARYCUSTOMERTITLE;SECONDARYCUSTOMERFIRSTNAME;SECONDARYCUSTOMERLASTNAME;SECONDARYCUSTOMEREMAIL;SERVICEHOUSENUMBER;SERVICESTREETNAME;SERVICEUNITNUMBER;SERVICECITY;SERVICEPOSTALCODE;SERVICEPROVINCE_CODE;SERVICECOUNTRY_CODE;SERVICEPHONE;PRODUCTCATEGORY_ID;PRODUCTCATEGORY_NAME;CURRENCY_CODE;MONTHLYCOST;MONTHLYTAXES;MONTHLYTOTALCOST;TOTALCOST;TOTALOMCOST;ESTIMATEDINSTALLATIONDATE;INFLATOR;TAXRATE;ANNUALEGICOST;ANNUALEGICOSTEFFECTIVEDATE;MINUSEFULLIFEYEARS;TERMSOFLEASEYEARS;ANNUALAPRPRNCT;ANNUALEBITDAPRCNT;ANNUALEBITDAAPREFFECTIVEDATE;ANNUALDEALERCOST;PRODUCTSTEXT;FIRSTYEARANNUALBILL;MONTHLYPRICEFORCAPITAL;MONTHLYEBITDAPRCNT;MONTHLYDEALERCOST;MONTHLYEGICOST;NOOFMONTHLYPAYMENTS;TOTALLEASECOST;LEASEVALUEOFEQUIPMENT;ESTIMATEDRESIDUALVALUE;IMPLICITFINACECHARGE;WORKCOMPLETIONCERTIFACATE_ID
2023-06-08 11:29:06.029000000;aamir.saeed@enbridge.com;2023-06-08 11:29:06.029000000;aamir.saeed@enbridge.com;dd4c346e-ea82-4649-91ee-d096e6827663;1000000111;Residential Contract;1000000002;;INT;2023-06-08 11:29:06.105000000;;;;;;;;;;;;;;;ON;CA;;GOH;;;11.36;1.48;12.83;10.00;95.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 11:35:13.118000000;aamir.saeed@enbridge.com;2023-06-08 11:35:13.118000000;aamir.saeed@enbridge.com;361d3247-afac-49f7-b29f-27fdc9b29f1c;1000000112;Residential Contract;1000000002;;INT;2023-06-08 11:35:13.195000000;;;;;;;;;;;;;;;ON;CA;;HVA;;;3.84;0.50;4.34;10.00;5.00;;0.25;13.00;40.00;;15;10;11.00;11.000;;5.00;;46.10;0.09;0.920;0.42;3.33;120;466.22;465.10;;1.12;
2023-06-08 11:38:47.297000000;aamir.saeed@enbridge.com;2023-06-08 11:38:47.297000000;aamir.saeed@enbridge.com;ffbfae91-449a-4276-92a1-233939f92806;1000000113;Residential Contract;1000000002;;INT;2023-06-08 11:38:47.384000000;;;;;;;;;;;;;;;ON;CA;;GOH;;;11.36;1.48;12.83;10.00;95.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 11:39:57.360000000;aamir.saeed@enbridge.com;2023-06-08 11:39:57.360000000;aamir.saeed@enbridge.com;d478b179-c5e1-4757-bd0a-808cce733926;1000000114;Residential Contract;1000000002;;INT;2023-06-08 11:39:57.432000000;;;;;;;;;;;;;;;ON;CA;;GOH;;;11.36;1.48;12.83;10.00;95.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 11:42:19.099000000;aamir.saeed@enbridge.com;2023-06-08 11:42:19.099000000;aamir.saeed@enbridge.com;99374833-5351-4e18-b698-ef2f6e2f06ac;1000000115;Residential Contract;1000000002;;INT;2023-06-08 11:42:19.186000000;;;;;;;;;;;;;;;ON;CA;;GOH;;;11.36;1.48;12.83;10.00;95.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 12:29:20.258000000;aamir.saeed@enbridge.com;2023-06-08 12:29:20.258000000;aamir.saeed@enbridge.com;03c51370-7044-4d2b-868f-38012df74cc8;1000000116;Residential Contract;1000000002;;INT;2023-06-08 12:29:20.348000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;HVA;;;3.84;0.50;4.34;10.00;5.00;;0.25;13.00;40.00;;15;10;11.00;11.000;;5.00;;46.10;0.09;0.920;0.42;3.33;120;466.22;465.10;;1.12;
2023-06-08 12:31:33.181000000;aamir.saeed@enbridge.com;2023-06-08 12:31:33.181000000;aamir.saeed@enbridge.com;a56df3be-548f-4729-8d4e-01e836686278;1000000117;Residential Contract;1000000002;;INT;2023-06-08 12:31:33.256000000;;2;2;2;2@2.com;2;2;2;2@2.com;2;2;2;2;222 222;ON;CA;222-222-2222;GOH;;;11.36;1.48;12.83;10.00;95.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-07 11:50:23.509000000;aamir.saeed@enbridge.com;2023-06-08 13:03:09.175000000;ali.akbarchawla@enbridge.com;f69f9ac3-0b19-4456-888c-598bf21aef7c;1000000081;Residential Contract;1000000002;;CAN;2023-06-08 13:03:11.859000000;;1;1;1;p@p.com;1;1;1;p@p.com;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;93.33;12.13;105.47;1000.00;950.00;;0.25;13.00;40.00;;10;10;13.25;13.000;;950.00;Manu1 E2922;1120.00;10.83;1.080;79.17;3.33;120;11326.84;11012.12;;314.72;
2023-06-08 14:59:21.415000000;aamir.saeed@enbridge.com;2023-06-08 14:59:21.415000000;aamir.saeed@enbridge.com;f0f832e1-77ea-49f1-84e0-88279905ee0b;1000000118;Residential Contract;1000000002;;INT;2023-06-08 14:59:21.496000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;11.36;1.48;12.83;10.00;95.00;2023-06-09;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 15:06:07.100000000;aamir.saeed@enbridge.com;2023-06-08 15:06:07.100000000;aamir.saeed@enbridge.com;3b953db6-499c-4fe9-ac99-6229cfb30e4d;1000000119;Residential Contract;1000000002;;INT;2023-06-08 15:06:07.188000000;;3;3;3;3@3.com;;;;;3;3;3;3;333 333;ON;CA;333-333-3333;GOH;;;11.58;1.50;13.08;30.00;95.00;2023-06-12;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;138.90;0.32;1.080;7.92;3.33;120;1404.73;1395.29;;9.44;
2023-06-08 15:19:12.709000000;aamir.saeed@enbridge.com;2023-06-08 15:19:12.709000000;aamir.saeed@enbridge.com;1b46a3c6-f630-4e3c-b2b5-4efcadaea052;1000000120;Residential Contract;1000000002;;INT;2023-06-08 15:19:12.805000000;;3;3;3;3@3.com;;;;;3;3;3;3;333 333;ON;CA;333-333-3333;GOH;;;11.58;1.50;13.08;30.00;95.00;2023-06-12;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;138.90;0.32;1.080;7.92;3.33;120;1404.73;1395.29;;9.44;
2023-06-08 17:21:51.695000000;aamir.saeed@enbridge.com;2023-06-08 17:21:51.695000000;aamir.saeed@enbridge.com;21f8d236-1117-4354-b63e-e205ab284f3a;1000000121;Residential Contract;1000000002;;INT;2023-06-08 17:21:51.771000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;HVA;;;3.84;0.50;4.34;10.00;5.00;2023-06-07;0.25;13.00;40.00;;15;10;11.00;11.000;;5.00;;46.10;0.09;0.920;0.42;3.33;120;466.22;465.10;;1.12;
2023-06-08 17:21:53.049000000;aamir.saeed@enbridge.com;2023-06-08 17:21:53.049000000;aamir.saeed@enbridge.com;dac87e3e-7fa1-4423-8f39-a6fe54678079;1000000122;Residential Contract;1000000002;;INT;2023-06-08 17:21:53.135000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;SOL;;;13.52;1.76;15.27;20.00;120.00;2023-06-07;0.25;13.00;40.00;;10;10;11.25;11.000;;120.00;;162.20;0.18;0.920;10.00;3.33;120;1640.37;1638.12;;2.25;
2023-06-08 17:21:54.338000000;aamir.saeed@enbridge.com;2023-06-08 17:21:54.338000000;aamir.saeed@enbridge.com;89e2844d-28aa-44d7-b2b1-77782a5b25c1;1000000123;Residential Contract;1000000002;;INT;2023-06-08 17:21:54.441000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;11.58;1.50;13.08;30.00;95.00;2023-06-07;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;138.90;0.32;1.080;7.92;3.33;120;1404.73;1395.29;;9.44;
2023-06-08 17:40:12.143000000;aamir.saeed@enbridge.com;2023-06-08 17:40:12.143000000;aamir.saeed@enbridge.com;87f49e13-bf62-4e19-abda-a8ebe6f0a3d0;1000000125;Residential Contract;1000000002;;INT;2023-06-08 17:40:12.223000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;11.36;1.48;12.83;10.00;95.00;2023-06-07;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 17:23:16.912000000;aamir.saeed@enbridge.com;2023-06-08 18:26:07.207000000;ali.akbarchawla@enbridge.com;6cef25eb-76a6-42ab-b71d-91eab48d64d7;1000000124;Residential Contract;1000000002;;INT;2023-06-08 17:23:16.992000000;;1;1;1;1@1.com;;;;;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;11.36;1.48;12.83;10.00;95.00;2023-06-09;0.25;13.00;40.00;2023-06-01;0;10;13.25;13.000;2023-05-02;95.00;;136.30;0.11;1.080;7.92;3.33;120;1378.44;1375.29;;3.15;
2023-06-08 18:38:25.159000000;aamir.saeed@enbridge.com;2023-06-08 18:38:25.159000000;aamir.saeed@enbridge.com;07b9a040-8916-4b9b-aea0-db3842a26ca8;1000000126;Residential Contract;1000000002;;INT;2023-06-08 18:38:25.234000000;;12;1;1;1@1.com;1;1;1;2@2.com;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;12.33;1.60;13.94;100.00;95.00;2023-06-07;0.25;13.00;40.00;;10;10;13.25;13.000;;95.00;;148.00;1.08;1.080;7.92;3.33;120;1496.76;1465.29;;31.47;
2023-06-08 18:41:40.370000000;aamir.saeed@enbridge.com;2023-06-08 18:58:12.602000000;ali.akbarchawla@enbridge.com;91fa29f8-844c-4673-8bc8-aa3467a27ef5;1000000127;Residential Contract;1000000002;;CAN;2023-06-08 18:56:20.401000000;;1;1;1;AliAkbarChawla@hotmail.com;1;1;1;1@1.com;1;1;1;1;111 111;ON;CA;111-111-1111;GOH;;;26.72;3.47;30.19;10.00;95.00;2023-06-07;0.25;13.00;40.00;;10;10;13.25;13.000;;265.00;Manu1 E2922;320.60;1.30;1.080;22.08;3.33;120;3242.31;3204.54;;37.77;
